date,AI,Blockchain technology,Cloud services
2022-07-10,3.225806451612903,29.72972972972973,20.54794520547945
2022-07-17,3.225806451612903,31.08108108108108,17.80821917808219
2022-07-24,3.225806451612903,28.37837837837838,17.80821917808219
2022-07-31,3.225806451612903,22.972972972972975,20.54794520547945
2022-08-07,4.301075268817205,20.27027027027027,16.43835616438356
2022-08-14,4.301075268817205,28.37837837837838,20.54794520547945
2022-08-21,4.301075268817205,28.37837837837838,20.54794520547945
2022-08-28,4.301075268817205,29.72972972972973,17.80821917808219
2022-09-04,5.376344086021505,29.72972972972973,16.43835616438356
2022-09-11,4.301075268817205,33.78378378378378,20.54794520547945
2022-09-18,5.376344086021505,33.78378378378378,31.506849315068493
2022-09-25,5.376344086021505,32.432432432432435,21.91780821917808
2022-10-02,5.376344086021505,27.027027027027028,19.17808219178082
2022-10-09,6.451612903225806,33.78378378378378,21.91780821917808
2022-10-16,6.451612903225806,33.78378378378378,24.65753424657534
2022-10-23,6.451612903225806,17.56756756756757,19.17808219178082
2022-10-30,6.451612903225806,32.432432432432435,20.54794520547945
2022-11-06,5.376344086021505,32.432432432432435,20.54794520547945
2022-11-13,6.451612903225806,40.54054054054054,21.91780821917808
2022-11-20,6.451612903225806,28.37837837837838,19.17808219178082
2022-11-27,8.60215053763441,29.72972972972973,20.54794520547945
2022-12-04,16.129032258064516,32.432432432432435,21.91780821917808
2022-12-11,15.053763440860216,29.72972972972973,28.767123287671232
2022-12-18,11.827956989247312,20.27027027027027,20.54794520547945
2022-12-25,9.67741935483871,17.56756756756757,12.32876712328767
2023-01-01,9.67741935483871,21.62162162162162,17.80821917808219
2023-01-08,11.827956989247312,22.972972972972975,20.54794520547945
2023-01-15,12.903225806451612,25.675675675675674,20.54794520547945
2023-01-22,13.978494623655912,29.72972972972973,26.027397260273972
2023-01-29,16.129032258064516,29.72972972972973,21.91780821917808
2023-02-05,19.35483870967742,27.027027027027028,26.027397260273972
2023-02-12,18.27956989247312,25.675675675675674,19.17808219178082
2023-02-19,17.20430107526882,33.78378378378378,24.65753424657534
2023-02-26,17.20430107526882,28.37837837837838,20.54794520547945
2023-03-05,16.129032258064516,20.27027027027027,16.43835616438356
2023-03-12,19.35483870967742,22.972972972972975,16.43835616438356
2023-03-19,21.50537634408602,25.675675675675674,17.80821917808219
2023-03-26,22.58064516129032,22.972972972972975,17.80821917808219
2023-04-02,23.655913978494624,17.56756756756757,23.28767123287671
2023-04-09,27.956989247311824,18.91891891891892,16.43835616438356
2023-04-16,33.33333333333333,20.27027027027027,21.91780821917808
2023-04-23,36.55913978494624,28.37837837837838,19.17808219178082
2023-04-30,40.86021505376344,24.324324324324326,16.43835616438356
2023-05-07,39.784946236559136,16.216216216216218,26.027397260273972
2023-05-14,39.784946236559136,20.27027027027027,16.43835616438356
2023-05-21,38.70967741935484,20.27027027027027,20.54794520547945
2023-05-28,37.634408602150536,17.56756756756757,19.17808219178082
2023-06-04,37.634408602150536,14.864864864864865,17.80821917808219
2023-06-11,40.86021505376344,12.162162162162163,19.17808219178082
2023-06-18,36.55913978494624,13.513513513513514,20.54794520547945
2023-06-25,38.70967741935484,12.162162162162163,20.54794520547945
2023-07-02,35.483870967741936,17.56756756756757,15.068493150684931
2023-07-09,36.55913978494624,17.56756756756757,21.91780821917808
2023-07-16,40.86021505376344,13.513513513513514,21.91780821917808
2023-07-23,35.483870967741936,17.56756756756757,21.91780821917808
2023-07-30,35.483870967741936,18.91891891891892,20.54794520547945
2023-08-06,35.483870967741936,14.864864864864865,21.91780821917808
2023-08-13,37.634408602150536,12.162162162162163,17.80821917808219
2023-08-20,34.40860215053764,16.216216216216218,20.54794520547945
2023-08-27,33.33333333333333,17.56756756756757,20.54794520547945
2023-09-03,34.40860215053764,25.675675675675674,21.91780821917808
2023-09-10,33.33333333333333,17.56756756756757,21.91780821917808
2023-09-17,35.483870967741936,16.216216216216218,19.17808219178082
2023-09-24,38.70967741935484,16.216216216216218,20.54794520547945
2023-10-01,40.86021505376344,13.513513513513514,17.80821917808219
2023-10-08,41.935483870967744,18.91891891891892,27.397260273972602
2023-10-15,38.70967741935484,16.216216216216218,19.17808219178082
2023-10-22,38.70967741935484,12.162162162162163,21.91780821917808
2023-10-29,38.70967741935484,16.216216216216218,21.91780821917808
2023-11-05,41.935483870967744,10.81081081081081,23.28767123287671
2023-11-12,39.784946236559136,9.45945945945946,16.43835616438356
2023-11-19,44.086021505376344,16.216216216216218,17.80821917808219
2023-11-26,41.935483870967744,24.324324324324326,24.65753424657534
2023-12-03,44.086021505376344,27.027027027027028,27.397260273972602
2023-12-10,44.086021505376344,16.216216216216218,20.54794520547945
2023-12-17,39.784946236559136,13.513513513513514,19.17808219178082
2023-12-24,37.634408602150536,4.054054054054054,8.21917808219178
2023-12-31,40.86021505376344,8.108108108108109,16.43835616438356
2024-01-07,41.935483870967744,14.864864864864865,19.17808219178082
2024-01-14,48.38709677419355,13.513513513513514,17.80821917808219
2024-01-21,45.16129032258064,20.27027027027027,28.767123287671232
2024-01-28,44.086021505376344,20.27027027027027,31.506849315068493
2024-02-04,43.01075268817204,24.324324324324326,24.65753424657534
2024-02-11,47.31182795698925,21.62162162162162,30.136986301369863
2024-02-18,52.68817204301075,21.62162162162162,27.397260273972602
2024-02-25,48.38709677419355,21.62162162162162,30.136986301369863
2024-03-03,49.46236559139785,20.27027027027027,27.397260273972602
2024-03-10,49.46236559139785,21.62162162162162,26.027397260273972
2024-03-17,49.46236559139785,22.972972972972975,26.027397260273972
2024-03-24,49.46236559139785,20.27027027027027,23.28767123287671
2024-03-31,45.16129032258064,31.08108108108108,24.65753424657534
2024-04-07,47.31182795698925,33.78378378378378,24.65753424657534
2024-04-14,50.53763440860215,39.189189189189186,28.767123287671232
2024-04-21,50.53763440860215,48.64864864864865,27.397260273972602
2024-04-28,48.38709677419355,43.24324324324324,26.027397260273972
2024-05-05,49.46236559139785,52.702702702702695,23.28767123287671
2024-05-12,51.61290322580645,50.0,23.28767123287671
2024-05-19,52.68817204301075,48.64864864864865,28.767123287671232
2024-05-26,53.76344086021505,51.35135135135135,21.91780821917808
2024-06-02,53.76344086021505,37.83783783783784,20.54794520547945
2024-06-09,52.68817204301075,47.2972972972973,24.65753424657534
2024-06-16,49.46236559139785,40.54054054054054,23.28767123287671
2024-06-23,47.31182795698925,25.675675675675674,21.91780821917808
2024-06-30,49.46236559139785,21.62162162162162,16.43835616438356
2024-07-07,49.46236559139785,25.675675675675674,23.28767123287671
2024-07-14,47.31182795698925,29.72972972972973,24.65753424657534
2024-07-21,48.38709677419355,24.324324324324326,26.027397260273972
2024-07-28,50.53763440860215,22.972972972972975,20.54794520547945
2024-08-04,51.61290322580645,27.027027027027028,21.91780821917808
2024-08-11,53.76344086021505,21.62162162162162,19.17808219178082
2024-08-18,55.91397849462365,28.37837837837838,24.65753424657534
2024-08-25,59.13978494623656,25.675675675675674,21.91780821917808
2024-09-01,58.06451612903226,100.0,21.91780821917808
2024-09-08,56.98924731182796,36.486486486486484,20.54794520547945
2024-09-15,59.13978494623656,33.78378378378378,23.28767123287671
2024-09-22,60.215053763440864,29.72972972972973,21.91780821917808
2024-09-29,58.06451612903226,22.972972972972975,17.80821917808219
2024-10-06,60.215053763440864,21.62162162162162,17.80821917808219
2024-10-13,63.44086021505376,28.37837837837838,19.17808219178082
2024-10-20,63.44086021505376,18.91891891891892,24.65753424657534
2024-10-27,66.66666666666666,4.054054054054054,15.068493150684931
2024-11-03,67.74193548387096,14.864864864864865,20.54794520547945
2024-11-10,64.51612903225806,22.972972972972975,26.027397260273972
2024-11-17,68.81720430107528,25.675675675675674,26.027397260273972
2024-11-24,61.29032258064516,28.37837837837838,21.91780821917808
2024-12-01,66.66666666666666,45.94594594594595,21.91780821917808
2024-12-08,73.11827956989248,50.0,21.91780821917808
2024-12-15,66.66666666666666,33.78378378378378,19.17808219178082
2024-12-22,58.06451612903226,33.78378378378378,6.8493150684931505
2024-12-29,59.13978494623656,31.08108108108108,6.8493150684931505
2025-01-05,69.89247311827957,27.027027027027028,20.54794520547945
2025-01-12,67.74193548387096,16.216216216216218,20.54794520547945
2025-01-19,73.11827956989248,18.91891891891892,31.506849315068493
2025-01-26,84.94623655913979,18.91891891891892,27.397260273972602
2025-02-02,81.72043010752688,25.675675675675674,30.136986301369863
2025-02-09,80.64516129032258,25.675675675675674,35.61643835616438
2025-02-16,79.56989247311827,22.972972972972975,35.61643835616438
2025-02-23,80.64516129032258,16.216216216216218,41.0958904109589
2025-03-02,82.79569892473118,17.56756756756757,38.35616438356164
2025-03-09,80.64516129032258,12.162162162162163,31.506849315068493
2025-03-16,83.87096774193549,22.972972972972975,42.465753424657535
2025-03-23,81.72043010752688,13.513513513513514,36.986301369863014
2025-03-30,100.0,12.162162162162163,41.0958904109589
2025-04-06,86.02150537634408,10.81081081081081,38.35616438356164
2025-04-13,78.49462365591397,10.81081081081081,34.24657534246575
2025-04-20,81.72043010752688,14.864864864864865,47.94520547945205
2025-04-27,78.49462365591397,18.91891891891892,50.68493150684932
2025-05-04,79.56989247311827,8.108108108108109,53.42465753424658
2025-05-11,82.79569892473118,9.45945945945946,52.054794520547944
2025-05-18,82.79569892473118,8.108108108108109,42.465753424657535
2025-05-25,83.87096774193549,6.756756756756757,36.986301369863014
2025-06-01,86.02150537634408,9.45945945945946,61.64383561643836
2025-06-08,94.6236559139785,20.27027027027027,100.0
2025-06-15,87.09677419354838,20.27027027027027,89.04109589041096
2025-06-22,90.32258064516128,24.324324324324326,83.56164383561644
2025-06-29,97.84946236559139,25.675675675675674,64.38356164383562
2025-07-06,88.17204301075269,22.972972972972975,73.97260273972603
2025-07-13,91.39784946236558,29.72972972972973,82.1917808219178
2025-07-20,84.94623655913979,13.513513513513514,61.64383561643836
2025-07-27,88.17204301075269,10.81081081081081,67.12328767123287
2025-08-03,91.39784946236558,8.108108108108109,64.38356164383562
